,name,NumberofSchools,GradesOffered,DistrictEnrollment,PercentofGiftedStudents,CharterSchoolEnrollment,GeographicSizeofDistrict,AmericanIndian_AlaskanNative,Asian,NativeHawaiianorotherPacificIslander,Black,Hispanic,White,TwoOrMoreRaces,EconomicallyDisadvantaged,EnglishLearner,SpecialEducation,Female,Male,Homeless,MilitaryConnected,perc_unconnected_students,Latitude,Longitude
115,Delaware Valley School District,7,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.21565889991185644,-0.5195687906127606,-0.06404286324300858,1.0310186436100475,0.5064769882798832,-0.12674763095208993,-0.6837166060687205,-0.33270869821435667,0.5600089863808405,-0.02278615422594374,-0.3235099134331135,-0.21309958601781495,-0.43228807190457214,-0.38149823821701645,0.0008297146798058728,-0.00828179573291986,-0.3523911842934078,-0.5793516294309382,-0.44271413175546875,41.35031,-74.741312
116,Derry Area School District,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.21487000035435153,0.018629565996683205,-0.0708178703370114,0.06979520484040794,-0.1594835312238368,-0.5177295049035728,0.20941058353413697,-0.40150853078092247,-0.6506807390807398,0.7287780900058334,-0.18700437749270796,0.14591124997756502,-0.5519683581231593,-0.24962817665544032,0.48386194411015576,-0.49042033731767687,-0.647628257769584,-0.10758847165346078,0.08144978255650517,40.339121,-79.312249
117,Derry Township School District,5,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.02115424669034832,0.8993177859030456,-0.06968870248801091,-0.6204846006792964,0.17349672852802323,2.9091116256123657,1.1025377731369945,-0.1339536263553889,0.09302866370280238,-0.5576416899982513,0.004103372823859937,-1.2438081151658407,0.38153787438182046,-2.51779323551455,0.9668941735405057,-0.903681944390325,-0.3523911842934078,0.8359378439014941,-1.2289600032234296,40.284914,-76.646724
118,Donegal School District,4,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.04103900380829156,-0.3727874206283669,-0.06997099445026103,-0.5390448958874084,-0.1594835312238368,-0.1957444322376457,-0.6837166060687205,-0.24862001396633185,0.7070213101868894,-0.14266756741628833,-0.24160659186887024,-0.07412764950347406,-0.19292749946739784,-1.0672225583372126,1.0358987777448372,-1.0414358134145378,-0.05715411081723165,0.36417468612401666,-0.1806321745994818,40.094785,-76.511358
119,Dover Area School District,6,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.04182790336579648,-0.3727874206283669,-0.04710534550800152,-0.19997381728272104,0.17349672852802323,-0.3107391010469054,0.20941058353413697,-0.11866477467392983,0.5340656351209494,-0.15188921458477653,0.03140448001194096,2.716892075492866,0.11824124470092881,-0.5924903367155384,0.0008297146798058728,-0.00828179573291986,0.1199881332684741,-0.5793516294309382,-0.1806321745994818,40.00472,-76.844135
120,Downingtown Area School District,16,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.7594642121509478,0.9482449092311767,0.014998886187024314,-0.1054176215748319,-0.4924637909756968,3.967062578657554,0.20941058353413697,-0.33270869821435667,-0.1923482001559987,-0.4884793362345908,0.004103372823859937,-1.9676202845113644,-0.07324721324881069,-0.5924903367155384,0.41485733990581936,-0.421543402805568,-0.5885808430743488,-0.5793516294309382,-1.62208293895741,39.997678,-75.698246
122,Dunmore School District,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.270861153850357,-0.9109857772378106,-0.07618141761976362,-0.8006895243834621,-0.1594835312238368,0.5402214481416162,0.20941058353413697,0.02657931629993129,0.2486887712621483,-0.14727839100053275,-0.651123199690087,-0.1609851098249369,0.6208984468189948,0.22510404496623293,-2.0003038072459205,1.9891493051182072,-1.0019127459409956,-0.5793516294309382,-0.1806321745994818,41.427187,-75.63257
123,Duquesne City School District,1,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8",-0.4448644308687123,-1.204548517206598,-0.03129699562199495,-0.8687190854776473,1.838398027287323,1.6901681362342134,-0.6837166060687205,4.315102212949198,-0.5036684152746908,-3.079762190579737,2.324697483810755,2.409995715690363,2.4400387973415194,0.48884416808938513,1.8639540281968643,-1.8679590275598341,2.186647647601707,-0.3906463663199472,2.440187396960388,40.371676,-79.847508
124,East Allegheny School District,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.2755127266023328,-0.9109857772378106,-0.03327303935774577,-0.7959910798762377,-0.4924637909756968,-0.42573376985616507,-0.6837166060687205,2.358129197722439,-0.3825994427285327,-1.4567522889258375,1.9697830903657003,1.390868181251866,-0.1689914422236804,2.0185368822036684,-1.103243952589557,1.162626090972911,1.4190312565636491,-0.5793516294309382,2.178105439804401,40.365256,-79.78448
125,East Lycoming School District,4,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.2403675102540709,-0.7152772839252857,-0.07561683369526338,0.552266725176004,0.17349672852802323,-0.40273483609431315,0.20941058353413697,-0.4932416408696768,-0.6420329553274426,0.820994561690714,-0.6784243068781681,-0.24784257014639977,-0.5998404726105941,-0.6452383613401687,1.7259448197881915,-1.7302051585356164,-1.0019127459409956,0.08111679145753016,-0.44271413175546875,41.240897,-76.732246
126,East Penn School District,10,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.8575759396845217,1.6332246358250142,0.035888491393533006,-0.4475231122571017,-0.4924637909756968,0.4482257130942086,0.20941058353413697,-0.12630920051465933,0.8799769852528294,-0.49770098340307894,0.11330780157618427,-0.9484927500728668,-0.19292749946739784,0.04048595878002657,0.6218711525188286,-0.6281742063418946,-0.7066756724648193,-0.20194110320895625,-0.9668780460674428,40.536421,-75.506744
127,East Pennsboro Area School District,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.07790702487950744,0.06755668932481428,-0.04625846962125117,-0.7839513158264755,-0.4924637909756968,1.41418093109199,0.20941058353413697,0.14889012975160382,0.3092232575352274,-0.6867447503570844,0.8777388028424555,0.05905378965610216,0.6687705613064296,0.25147805727854855,0.2768481314971515,-0.28378953378135524,0.1199881332684741,0.7415852123459985,-0.7047960889114557,40.302211,-76.946331
128,East Stroudsburg Area School District,10,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.5860619153469693,-0.5195687906127606,0.011893674602273021,1.2338348315052299,18.820391274632183,-0.12674763095208993,2.8887921523427096,1.1961764699315496,0.6724301751737015,-1.774899116238676,2.6250096628796475,0.13433025526803646,0.11824124470092881,0.9108283650864291,0.48386194411015576,-0.49042033731767687,0.0018933038780035104,-0.3906463663199472,0.6056136968684791,41.004639,-75.184281
131,Eastern York School District,5,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.13303677601403588,0.6057550459342581,-0.051057432979503166,-0.34973673595049576,-0.1594835312238368,-0.4947305711417209,0.20941058353413697,-0.3862196790994634,0.08438087994950541,0.28613902591840656,0.05870558720002198,0.08221577907515884,-0.36047990017341985,-0.5661163244032238,-0.13717949372886204,0.12947207329129293,0.0609407185732388,0.5528799492350076,0.08144978255650517,40.02392,-76.531481
132,Easton Area School District,9,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.8766990721093113,1.0460991558874393,0.09150000795680614,-0.5790795584593823,-0.1594835312238368,0.5862193156653202,1.1025377731369945,0.6610666610804824,2.0993144944677065,-1.7195692332277477,0.4682221950212388,0.1864447314609145,1.2671719923993654,-0.38149823821701645,-0.20618409793319842,0.19834900780340178,0.17903554796370938,-0.5793516294309382,0.9987366326024596,40.702372,-75.242444
134,Elizabethtown Area School District,5,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.1085004461441168,1.975714499121933,-0.06206681950725775,-0.33857793024583804,0.17349672852802323,0.034244905380873665,-0.6837166060687205,-0.27919771732925,-0.09722257886973165,0.24464161366021,-0.15970327030462692,-0.5084149511107883,0.0703691302134939,-0.9617265090879517,0.13883892308847867,-0.14603566475713756,-0.1752489402077021,0.8359378439014941,-0.8358370674894492,40.157588,-76.593218
135,Elk Lake School District,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.3340880871827692,-0.8620586539096794,-0.07956892116676503,1.020153490687091,-0.4924637909756968,-0.5177295049035728,-0.6837166060687205,-0.4932416408696768,-0.06263144385654369,0.5673992645572923,-0.7057254140662493,-0.2015185913082864,0.2139854736757985,1.2800645374588417,0.13883892308847867,-0.14603566475713756,-0.3523911842934078,0.08111679145753016,0.08144978255650517,41.73793,-75.95765
136,Ellwood City Area School District,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.2591460817342697,-0.8620586539096794,-0.07307620603501233,-0.5092880806749879,-0.4924637909756968,-0.4947305711417209,-0.6837166060687205,-0.42444180830311107,-0.4604294965082057,0.5259018522990964,0.4682221950212388,0.2269782129442636,-0.5759044153668768,-1.0672225583372126,-0.7582209315678798,0.7493644839002628,0.5923674508303559,-0.48499899787544276,0.08144978255650517,40.857424,-80.286618
137,Ephrata Area School District,7,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.16500844105700843,0.21433805930920816,-0.06912411856351068,-0.4592692235251625,0.17349672852802323,-0.01175296214283025,0.20941058353413697,-0.3021309948514386,0.33516660879511834,-0.04122944856291948,0.24981333751658988,0.07642528172039456,0.30972970265066824,-0.1177581150938642,-0.8272255357722162,0.8182414184123715,-0.05715411081723165,0.5528799492350076,-0.049591196021488315,40.179361,-76.191389
139,Everett Area School District,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.31996108845454635,-0.17707892731584196,-0.08126267294026573,1.9903822814289103,-0.4924637909756968,-0.5177295049035728,-0.6837166060687205,-0.409152956621652,-0.49502063152139375,0.7841079730167619,-0.9241342715708982,0.9739523717088441,-0.4562241291482895,-0.6716123736524843,-0.20618409793319842,0.19834900780340178,0.356177792049415,-0.29629373476445175,0.47457271829048564,40.0108,-78.370075
140,Exeter Township School District,6,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.15002003996730853,0.4100465526217331,-0.07053557837476128,-0.639474147229328,-0.1594835312238368,-0.14974656471394185,-0.6837166060687205,-0.17982018139976608,1.1307627140984424,-0.44237110039215044,-0.10510105592846464,-0.4505099775631464,-0.0014390415176583375,0.4360961434647549,0.5528665483144922,-0.49042033731767687,0.1199881332684741,-0.3906463663199472,-0.8358370674894492,40.322595,-75.86017
141,Fairfield Area School District,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.36027471897167024,0.31219230596547054,-0.07815746135551445,-0.28513312397616164,-0.4924637909756968,-0.3567369685706093,0.20941058353413697,-0.42444180830311107,-0.49502063152139375,0.7656646786797863,-0.9787364859470605,-0.9542832474276312,-0.38441595741713724,-1.251840644523419,2.4159908618315455,-2.418974503656695,-0.7066756724648193,1.3077010016789716,-1.0979190246454362,39.781948,-77.376924
142,Fairview School District,3,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.19540230698497116,1.2907347725280955,-0.0854970523740175,-0.603256970819474,-0.1594835312238368,0.7242129182364316,-0.6837166060687205,-0.44737508582529967,-0.3739516589752357,0.3138039674238705,0.08600669438810325,-1.2785510992944258,-0.14505538497996295,-2.2013050877667673,-0.48220251475053916,0.5427336803639411,-0.883817916550525,0.7415852123459985,-1.0979190246454362,42.019393,-80.245875
143,Fannett-Metal School District,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.4565795029847996,-0.9109857772378106,-0.08267413275151632,0.3044237774199217,-0.4924637909756968,-0.5637273724272767,1.995664962739852,-0.523819344232595,-0.6074418203142548,0.8901569154543746,-0.8422309500066549,-0.05096566008441737,-0.5759044153668768,-0.03863607815691929,0.5528665483144922,-0.5592972718297857,1.6552209153445903,0.17546942301302573,-0.1806321745994818,40.122796,-77.779358
144,Farrell Area School District,2,"PreKH, PreKF, K4F, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.4059290441299516,-1.155621393878467,-0.07279391407276221,-0.8572666269912882,2.5043585467910434,-0.5177295049035728,-0.6837166060687205,4.674390227463486,-0.45178171275490875,-2.9229941887154403,2.4612030197511605,2.884816498781027,-0.5998404726105941,3.2053674362578533,-1.2412531609982298,1.2315030254850197,0.6514148655255912,1.402053633234467,2.440187396960388,41.212141,-80.484056
145,Ferndale Area School District,2,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.4152321896339033,-0.7642044072534168,-0.08154496490251585,-0.8303484553353155,-0.4924637909756968,-0.5177295049035728,-0.6837166060687205,0.2635565173625468,-0.13181371388291968,-0.096559331573848,0.7412332669020499,2.132051842661682,-0.4562241291482895,-0.618864349027854,0.7598803609274964,-0.7659280753661073,1.4780786712588847,0.36417468612401666,1.2608185897584465,40.317552,-78.930314
146,Fleetwood Area School District,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.1366546659322393,-0.2749331739721043,-0.07618141761976362,-0.5026319509564201,-0.4924637909756968,-0.3567369685706093,-0.6837166060687205,-0.2715532914885205,0.8540336339929384,-0.0873376844053598,-0.7330265212543303,-0.6647583796894216,-0.19292749946739784,0.35697410652780903,0.8288849651318329,-0.8348050098782162,-0.05715411081723165,0.08111679145753016,-0.8358370674894492,40.45601,-75.82238
147,Forbes Road School District,2,"K4F, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.4555458201510272,-1.0577671472222043,-0.08831997199651867,0.15828257639313228,-0.4924637909756968,-0.5637273724272767,-0.6837166060687205,-0.4855972150289473,-0.6074418203142548,0.8901569154543746,-0.8968331643828171,0.7133799907444555,-0.3365438429297024,0.567966205026331,0.7598803609274964,-0.6970511408539986,2.3637898916874134,-0.5793516294309382,0.08144978255650517,40.6541,-79.26716
148,Forest Area School District,4,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.4586468686523444,-1.155621393878467,-0.08380330060051679,4.042525804219693,-0.4924637909756968,-0.5637273724272767,-0.6837166060687205,-0.5008860667104064,-0.4863728477680967,0.7472213843428098,-0.37811212780927583,0.7133799907444555,-0.647712587098029,0.8580803404617988,-1.9312992030415839,1.9202723706060985,8.799958093468055,-0.5793516294309382,0.3435317397124921,41.49644,-79.456349
150,Forest Hills School District,2,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.21934929263403194,-0.4217145439564981,-0.0854970523740175,0.05276334350171987,-0.4924637909756968,-0.5407284386654247,0.20941058353413697,-0.4855972150289473,-0.5728506853010668,0.8671027975331544,-0.8968331643828171,-0.3173285384035702,-0.5759044153668768,-1.2254666322111039,-0.48220251475053916,0.5427336803639411,-0.5885808430743488,0.9302904754569896,-0.049591196021488315,40.333292,-78.755168
151,Fort Cherry School District,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.3590687556656024,-0.2749331739721043,-0.0854970523740175,-0.32272068003395604,-0.4924637909756968,-0.5177295049035728,0.20941058353413697,-0.43973065998457017,-0.49502063152139375,0.5996750296470007,0.22251223032850884,0.0880062764299231,-0.28867172844226757,0.35697410652780903,-1.4482669736112341,1.5070107635334502,-0.5295334283791135,0.08111679145753016,-0.3116731531774753,40.346453,-80.28393
153,Fox Chapel Area School District,6,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.1980862917377255,2.2203501157625896,-0.07956892116676503,-0.5531402294090814,-0.1594835312238368,1.0461979909023589,-0.6837166060687205,-0.2409755881256023,-0.3480083077153447,0.04637619953771675,0.4682221950212388,-1.5564949723231067,-0.26473567119855007,-1.7793208907697233,-1.1722485567938934,1.162626090972911,-0.883817916550525,-0.10758847165346078,-1.2289600032234296,40.51729,-79.869649
154,Franklin Area School District,4,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.21883245121714576,-0.32386029730023563,-0.07307620603501233,0.948893748994189,-0.4924637909756968,-0.44873270361801704,1.1025377731369945,-0.34799754989581577,-0.5296117665345816,0.5351234994675846,0.30441555189275216,0.23855920765379213,-0.5759044153668768,2.8361312638854406,0.0008297146798058728,-0.00828179573291986,-0.3523911842934078,-0.29629373476445175,0.3435317397124921,41.387428,-79.823345
155,Franklin Regional School District,4,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.055093499732542385,1.5842975124968832,-0.07843975331776457,-0.517314590041496,-0.1594835312238368,1.2071905272353223,0.20941058353413697,-0.35564197573654527,-0.4777250640147997,0.24925243724445445,-0.10510105592846464,-1.6549334273540983,-0.19292749946739784,-0.8826044721510062,-0.41319791054620275,0.40497981133972344,-1.0019127459409956,-0.3906463663199472,-1.4910419603794167,40.426955,-79.669405
156,Frazier School District,3,"PreKH, K4H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.3461477202434473,-1.0088400238940731,-0.08013350509126527,-0.30666766130093964,-0.4924637909756968,-0.42573376985616507,-0.6837166060687205,-0.4779527891882178,-0.5987940365609576,0.7794971494325181,-0.4600154493735191,0.23276871029902788,-0.5519683581231593,-0.3551242259047018,-1.5172715778155705,1.5070107635334502,-0.41143859898864316,-0.5793516294309382,-0.1806321745994818,40.088975,-79.756093
157,Freedom Area School District,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.32168389317750035,-0.07922468065957938,-0.07476995780851303,-0.5471692895144838,-0.4924637909756968,-0.4947305711417209,-0.6837166060687205,-0.44737508582529967,-0.49502063152139375,0.6135075003997327,0.19521112314042757,0.3138356732657264,-0.36047990017341985,0.8580803404617988,-1.793289994632911,1.7825185015818807,0.356177792049415,-0.29629373476445175,0.21249076113449866,40.19509,-77.98075
158,Freeport Area School District,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.21779876838337334,0.6057550459342581,-0.08380330060051679,-0.365691870422945,-0.1594835312238368,-0.42573376985616507,0.20941058353413697,-0.4779527891882178,-0.6074418203142548,0.8117729145222266,-0.6238220925020059,-1.162741152199142,-0.6237765298543115,-1.119970582961843,0.6218711525188286,-0.6281742063418946,-0.9428653312457602,-0.5793516294309382,-0.9668780460674428,40.70152,-79.721395
159,Galeton Area School District,2,"K4F, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.46915597746236387,0.6057550459342581,-0.08465017648726715,2.2031826639019445,-0.4924637909756968,-0.4947305711417209,-0.6837166060687205,-0.44737508582529967,-0.6333851715741458,0.8993785626228628,-1.060639807511304,0.9160473981612022,-0.647712587098029,0.48884416808938513,0.7598803609274964,-0.6970511408539986,-0.1752489402077021,-0.5793516294309382,0.47457271829048564,41.734165,-77.642242
160,Garnet Valley School District,5,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.24839218964798268,2.2203501157625896,-0.08775538807201844,-0.6804876524069736,0.5064769882798832,4.197051916276074,0.20941058353413697,-0.32506427237362717,-0.4258383614950177,-0.4100953353024421,-0.07779994874038361,-2.048687247478063,-0.07324721324881069,0.04048595878002657,-0.20618409793319842,0.19834900780340178,-0.883817916550525,-0.3906463663199472,-1.62208293895741,39.871216,-75.511635
161,Gateway School District,6,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.06525804759797106,1.975714499121933,-0.02452198852799213,-0.6904718469848252,0.8394572480317433,1.0231990571405072,0.20941058353413697,1.8153749630306417,-0.20099598390929568,-1.484417230431302,1.6694709112968082,0.2617211970728488,0.022497015726059007,0.5415921927140164,-0.6892163273635483,0.6804875493881588,0.0018933038780035104,0.08111679145753016,0.47457271829048564,40.428474,-79.757784
163,Gettysburg Area School District,5,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.025016919884819237,0.4100465526217331,-0.009842806490986022,0.8421999049759706,0.5064769882798832,-0.1727454984757938,-0.6837166060687205,-0.18746460724049557,0.6464868239138105,-0.20721909759570503,0.03140448001194096,-0.10308013627729501,0.2857936454069508,-1.489206755334256,-0.48220251475053916,0.47385674585183224,0.1199881332684741,1.8738167910119445,0.21249076113449866,39.850222,-77.23268
164,Girard School District,3,"K4H, K4F, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.2624194107078823,-0.9599129005659419,-0.08493246844951727,-0.537087210676065,-0.1594835312238368,-0.5407284386654247,0.20941058353413697,-0.45501951166602916,-0.5814984690543638,0.6872806777476376,0.004103372823859937,0.6091510383587002,-0.5759044153668768,0.3306000942154944,-1.7242853904285798,1.7136415670697767,0.356177792049415,0.6472325807905032,0.7366546754464726,42.006838,-80.335302
165,Glendale School District,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.40575676365765617,0.5079007992779957,-0.0871908041475182,0.07791959846748328,-0.4924637909756968,-0.5637273724272767,-0.6837166060687205,-0.5085304925511359,-0.6420329553274426,0.9454867984653031,-1.0060375931351415,0.22118771558949932,-0.647712587098029,1.7811707713928315,0.9668941735405057,-0.9725588789024339,0.0018933038780035104,0.2698220545685212,0.3435317397124921,40.701417,-78.539531
166,Governor Mifflin School District,6,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.18154736639736696,0.21433805930920816,-0.07279391407276221,-0.4848170155331946,-0.1594835312238368,-0.1727454984757938,-0.6837166060687205,-0.17982018139976608,2.2203834670138645,-1.0509998135123628,0.14060890876426554,0.2269782129442636,0.30972970265066824,0.38334811884012465,0.0008297146798058728,-0.00828179573291986,0.6514148655255912,0.5528799492350076,-0.1806321745994818,40.305654,-75.962357
167,Great Valley School District,6,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.30507246503316976,2.367131485746983,-0.06997099445026103,-0.4671978486311034,-0.1594835312238368,5.8759740808912655,0.20941058353413697,-0.32506427237362717,0.4043488788214944,-1.1662704031184636,-0.15970327030462692,-1.6665144220636265,1.338980164130518,-0.829856447526376,0.06983431888414228,-0.00828179573291986,-0.7066756724648193,0.4585273176795122,-1.4910419603794167,40.041556,-75.559416
168,Greater Johnstown School District,4,"PreKF, K4F, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.03638743105631573,-1.0088400238940731,-0.0002448797744820286,-0.6035506236011756,-0.1594835312238368,-0.5637273724272767,0.20941058353413697,2.5645286954221356,-0.15775706514281068,-2.0008294718666337,3.8262583791552163,2.740054064911922,-0.36047990017341985,0.6998362665879071,-0.13717949372886204,0.12947207329129293,1.064746768392238,-0.5793516294309382,1.7849825040704204,40.344532,-78.937869
169,Greater Latrobe School District,5,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.06784225468240208,-0.030297557331448087,-0.06093765165825728,-0.20349765066313924,0.17349672852802323,-0.28774016728505347,0.20941058353413697,-0.409152956621652,-0.4777250640147997,0.5904533824785124,-0.21430548468078922,-0.8268923056228188,-0.43228807190457214,-0.7243603982771145,-0.6202117231592119,0.61161061487605,-0.8247705018552898,0.08111679145753016,-0.7047960889114557,40.309328,-79.374542
170,Greater Nanticoke Area School District,4,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.12649011806681063,-1.3024027638628606,-0.04484700981000059,-0.3588399721832429,0.8394572480317433,-0.5177295049035728,1.995664962739852,0.20240111063671049,0.8453858502396415,-0.49770098340307894,0.08600669438810325,1.1592482870612983,0.47728210335669025,0.6734622542755925,-1.103243952589557,1.093749156460802,-0.1752489402077021,0.5528799492350076,0.6056136968684791,41.20382,-75.992581
173,Greenville Area School District,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.31169162578436704,0.5079007992779957,-0.07872204528001468,-0.6099131005380417,0.5064769882798832,-0.3797359023324612,-0.6837166060687205,-0.44737508582529967,-0.5469073340411758,0.7287780900058334,-0.5419187709377625,0.5396650701015298,-0.5998404726105941,0.11960799571697242,1.7259448197881915,-1.7302051585356164,-0.41143859898864316,-0.5793516294309382,0.08144978255650517,41.404266,-80.372781
174,Greenwood School District,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.3942139720138643,-1.0577671472222043,-0.08408559256276692,0.06157292695276537,-0.4924637909756968,-0.471731637379869,-0.6837166060687205,-0.37857525325873387,-0.5296117665345816,0.8302162088592023,-1.2517475578278716,-1.0237692156848013,-0.6237765298543115,-0.6716123736524843,-1.0342393483852255,1.024872221948698,-0.2342963549029374,0.7415852123459985,-0.8358370674894492,40.551011,-77.151494
175,Grove City Area School District,3,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.20522229390580904,1.143953402543702,-0.07985121312901515,-0.029263666853571242,-0.4924637909756968,-0.42573376985616507,-0.6837166060687205,-0.33270869821435667,-0.5296117665345816,0.6273399711524652,-0.2689076990569514,-0.31153804104880595,-0.5519683581231593,0.7525842912125373,-0.41319791054620275,0.40497981133972344,-0.11620152551246694,-0.5793516294309382,-0.049591196021488315,41.162036,-80.097345
176,Halifax Area School District,3,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.3661322550297139,-0.2749331739721043,-0.07364078995951256,-0.04619764393169222,-0.4924637909756968,-0.33373803480875736,-0.6837166060687205,-0.3097754206921681,-0.33936052396204763,0.48440444004089983,-0.21430548468078922,-0.2594235648559283,-0.5759044153668768,0.6998362665879071,-0.20618409793319842,0.19834900780340178,0.2380829626589444,0.17546942301302573,-0.5737551103334623,40.461709,-76.927465
177,Hamburg Area School District,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.15543323741243806,0.06755668932481428,-0.06460744716750881,0.13018979361035374,-0.1594835312238368,-0.3797359023324612,0.20941058353413697,-0.45501951166602916,0.14491536622258436,0.30458232025538295,-0.18700437749270796,0.06484428701086643,-0.19292749946739784,0.8053323158371686,-0.7582209315678798,0.7493644839002628,-0.4704860136838783,0.5528799492350076,-0.049591196021488315,40.54992,-75.97766
178,Hampton Township School District,5,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.06222950190062593,-1.0577671472222043,-0.08662622022301797,-0.7301149725145303,0.17349672852802323,0.10324170666642944,-0.6837166060687205,-0.4779527891882178,-0.5642029015477698,0.6826698541633931,-0.6238220925020059,-1.886553321544666,-0.38441595741713724,-2.1221830508298214,0.48386194411015576,-0.49042033731767687,-1.0609601606362307,-0.5793516294309382,-1.62208293895741,40.589787,-79.945318
179,Hanover Area School District,5,"PreKF, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.15319359127259782,-1.1066942705503355,-0.056985564186755634,-0.6736357541672714,0.17349672852802323,-0.5177295049035728,-0.6837166060687205,0.5999112543546461,1.6755730905561537,-1.1524379323657317,0.004103372823859937,0.9739523717088441,1.2671719923993654,0.7262102789002227,0.8288849651318329,-0.8348050098782162,0.2971303773541797,-0.48499899787544276,1.129777611180453,41.219504,-75.945792
