"","id","subclass","weights","District.Name","DistrictType","Virtual","Hybrid","In_Person","mean_proficient_english_2019","mean_proficient_math_2019","mean_proficient_english_2022","mean_proficient_math_2022","Unnamed..0","NumberofSchools","GradesOffered","DistrictEnrollment","PercentofGiftedStudents","CharterSchoolEnrollment","GeographicSizeofDistrict","AmericanIndian_AlaskanNative","Asian","NativeHawaiianorotherPacificIslander","Black","Hispanic","White","TwoOrMoreRaces","EconomicallyDisadvantaged","EnglishLearner","SpecialEducation","Female","Male","Homeless","MilitaryConnected","perc_unconnected_students","Latitude","Longitude","treatment","distance"
"11","19","6",1,"BEDFORD AREA SCHOOL DISTRICT","Regular local school district",1,5,3,46.6,30.85,44.75,25.15,22,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.231753486639301,-0.666350160597154,-0.0513397249417532,1.96150642456159,-0.159483531223837,-0.402734836094313,0.209410583534137,-0.43973065998457,-0.538259550287879,0.74722138434281,-0.678424306878168,-0.0393846653748892,-0.528032300879442,-0.513368299778593,1.51893100717519,-1.52357435499929,0.887604524306532,-0.579351629430938,-0.0495911960214883,40.016087,-78.498797,1,0.539953772714031
"12","379","6",1,"UNION SCHOOL DISTRICT","Regular local school district",1,7,1,36.4,19.15,37.8,20.45,441,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.433149358752625,-0.470641667284629,-0.0809803809780156,-0.136153279392924,-0.492463790975697,-0.563727372427277,-0.68371660606872,-0.416797382462382,-0.65068073908074,0.885546091870131,-0.951435378758979,1.03185734525649,-0.647712587098029,0.963576389711059,-1.03423934838523,1.0248722219487,0.828557109611297,-0.579351629430938,0.605613696868479,41.035054,-79.503199,0,0.443458603419711
"13","20","7",1,"BELLE VERNON AREA SCHOOL DISTRICT","Regular local school district",1,0,8,51.2333333333333,30.8666666666667,48.2,27.3,23,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.104955059029885,-0.470641667284629,-0.065172031092009,-0.459758644827998,-0.492463790975697,0.0572438391427256,-0.68371660606872,-0.27155329148852,-0.434486145248315,0.364523026850555,0.140608908764265,-0.0393846653748892,-0.240799613954833,-1.14634459527416,1.24291259035785,-1.24806661695086,-0.647628257769584,-0.201941103208956,-0.311673153177475,40.179288,-79.813008,1,0.495893387222548
"14","236","7",1,"NESHAMINY SCHOOL DISTRICT","Regular local school district",6,2,1,48.1,34.6444444444445,42.3222222222222,29.0222222222222,275,10,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",1.11048367301417,0.605755045934258,-0.0423063821497495,-0.615296734869236,-0.159483531223837,0.954202255854951,0.209410583534137,-0.187464607240495,0.0670853124429113,-0.170332508921753,0.331716659080833,-0.664758379689422,0.692706618550147,0.119607995716972,0.966894173540506,-0.972558878902434,-0.883817916550525,-0.579351629430938,-0.835837067489449,40.155129,-74.946035,0,0.405885584987377
"15","22","8",1,"BENTON AREA SCHOOL DISTRICT","Regular local school district",1,6,2,54.5,25.05,48.65,21.2,27,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.414887628689312,-1.2045485172066,-0.0874730961097683,0.0624538852978699,-0.492463790975697,-0.494730571141721,1.10253777313699,-0.347997549895816,-0.451781712754909,0.774886325848274,-1.27904866501595,-0.0972896389225311,-0.599840472610594,0.0932339834046568,1.44992640297085,-1.45469742048719,-0.82477050185529,-0.579351629430938,-0.180632174599482,41.200216,-76.378638,1,0.326296192589902
"16","120","8",1,"EXETER TOWNSHIP SCHOOL DISTRICT","Regular local school district",2,6,1,48,32.26,42.48,25.38,140,6,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.150020039967309,0.410046552621733,-0.0705355783747612,-0.639474147229328,-0.159483531223837,-0.149746564713942,-0.68371660606872,-0.179820181399766,1.13076271409844,-0.44237110039215,-0.105101055928465,-0.450509977563146,-0.0014390415176583,0.436096143464755,0.552866548314492,-0.490420337317677,0.119988133268474,-0.390646366319947,-0.835837067489449,40.322595,-75.86017,0,0.240912597952095
"17","24","9",1,"BERMUDIAN SPRINGS SCHOOL DISTRICT","Regular local school district",0,6,3,49.3,31.85,40.95,24.2,30,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.212974915159102,-0.226006050643973,-0.0654543230542591,-0.151912645344239,-0.159483531223837,-0.471731637379869,-0.68371660606872,-0.500886066710406,0.490826716354464,0.180090083480794,-0.214305484680789,-0.554738929948902,0.0943051874572113,-1.93756496464362,0.0008297146798058,0.060595138779184,-0.234296354902937,-0.579351629430938,-0.442714131755469,39.979078,-77.083953,1,0.331495132647447
"18","54","9",1,"CATASAUQUA AREA SCHOOL DISTRICT","Regular local school district",2,7,0,51.25,29.4,31.7,20.75,65,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.263280813069359,-0.323860297300236,-0.0358136670179968,-0.826922506215464,0.173496728528023,-0.310739101046905,0.209410583534137,-0.0039983870629868,2.61818151966553,-1.40603322949915,0.440921087833158,0.632313027777757,0.716642675793865,-0.434246262841648,0.69087575672316,-0.697051140853999,0.710462280220826,-0.201941103208956,0.474572718290486,40.655657,-75.458664,0,0.246650474843944
"19","30","10",1,"BLACKHAWK SCHOOL DISTRICT","Regular local school district",1,6,2,50.05,33.1,46.4,33,37,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.116842411618268,0.214338059309208,-0.0716647462237617,-0.195764794078332,0.173496728528023,-0.425733769856165,-0.68371660606872,-0.401508530780922,-0.538259550287879,0.678059030579149,-0.350811020621195,-0.768987332075177,-0.551968358123159,-0.460620275153962,1.24291259035785,-1.24806661695086,-0.94286533124576,2.8173431065669,-0.966878046067443,40.764179,-80.398366,1,0.646005784669232
"20","288","10",1,"PHILIPSBURG-OSCEOLA AREA SCHOOL DISTRICT","Regular local school district",0,9,0,44.7666666666667,30.6666666666667,39.5666666666667,26.5666666666667,334,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.247258729145887,-0.030297557331448,-0.0742053738840128,1.3108697445716,0.173496728528023,-0.494730571141721,1.10253777313699,-0.477952789188218,-0.65068073908074,0.894767739038619,-0.97873648594706,-0.108870633632059,-0.599840472610594,0.198730032653918,-0.689216327363548,0.680487549388159,0.119988133268474,-0.296293734764452,0.0814497825565051,40.887957,-78.23624,0,0.56539784078287
"21","31","11",1,"BLACKLICK VALLEY SCHOOL DISTRICT","Regular local school district",1,6,2,33.1,18.85,42.15,24.05,38,2,"PreKH, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.417299555301448,-0.910985777237811,-0.0854970523740175,-0.560383664691052,-0.492463790975697,-0.517729504903573,-0.68371660606872,-0.4473750858253,-0.693919657847225,0.857881150364667,-0.623822092502006,0.394902636232425,-0.599840472610594,1.17456848820958,-0.482202514750539,0.473856745851832,2.30474247699218,0.552879949235008,0.474572718290486,40.477653,-78.83636,1,0.422908194502173
"22","313","11",1,"RIDLEY SCHOOL DISTRICT","Regular local school district",1,8,0,46.75,31.4625,41.1875,24.75,359,9,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.454439634513283,-0.617423037269023,-0.0623491114695078,-0.81116314026415,0.506476988279883,0.264234242999393,0.209410583534137,0.729866493647048,-0.183700416402702,-0.488479336234591,0.522824409397401,0.186444731460915,-0.0732472132488106,2.22952898070219,0.276848131497151,-0.283789533781355,-0.411438598988643,-0.296293734764452,-0.180632174599482,39.89251,-75.334166,0,0.337746923055929
"23","39","12",1,"BROCKWAY AREA SCHOOL DISTRICT","Regular local school district",0,1,8,51.85,33.5,41.75,28.3,49,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.372678912976939,-0.0792246806595793,-0.089166847883269,0.387723283162586,-0.159483531223837,-0.517729504903573,-0.68371660606872,-0.508530492551136,-0.65068073908074,0.968540916386523,-1.22444645063979,-0.13782312040588,-0.623776529854312,-0.539742312090908,1.24291259035785,-1.24806661695086,-0.116201525512467,-0.390646366319947,-0.180632174599482,41.252097,-78.807405,1,0.611522473119538
"24","101","12",1,"DERRY AREA SCHOOL DISTRICT","Regular local school district",0,8,1,46.55,32,44.8,27.75,116,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.214870000354351,0.0186295659966832,-0.0708178703370114,0.0697952048404079,-0.159483531223837,-0.517729504903573,0.209410583534137,-0.401508530780922,-0.65068073908074,0.728778090005833,-0.187004377492708,0.145911249977565,-0.551968358123159,-0.24962817665544,0.483861944110156,-0.490420337317677,-0.647628257769584,-0.107588471653461,0.0814497825565051,40.339121,-79.312249,0,0.532467048490971
"25","40","13",1,"BROOKVILLE AREA SCHOOL DISTRICT","Regular local school district",0,3,6,45.7,29.8,32.65,21.15,50,4,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.294463578554827,-0.568495913940892,-0.0829564247137664,1.68517915698046,-0.159483531223837,-0.471731637379869,-0.68371660606872,-0.508530492551136,-0.624737387820849,0.899378562622863,-0.951435378758979,-0.132032623051116,-0.575904415366877,-0.592490336715538,-0.275188702137535,0.267225942315511,-0.0571541108172316,-0.201941103208956,-0.0495911960214883,41.173595,-79.090371,1,0.597684363489659
"26","205","13",1,"MANHEIM CENTRAL SCHOOL DISTRICT","Regular local school district",0,9,0,46.3333333333333,27.5333333333333,39.4666666666667,29.8333333333333,235,4,"PreKH, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.0499975883676524,0.948244909231177,-0.0606553596960071,-0.116478543018922,-0.492463790975697,0.126240640428281,1.10253777313699,-0.386219679099463,0.378405527561603,0.0832627882116688,-0.460015449373519,-0.664758379689422,-0.0732472132488106,-0.882604472151006,-0.482202514750539,0.473856745851832,0.41522520674465,-0.0132358400979653,-0.573755110333462,40.175664,-76.388943,0,0.517914226973732
"27","45","14",1,"CALIFORNIA AREA SCHOOL DISTRICT","Regular local school district",1,4,4,40.3333333333333,29.5,40.8,16.2,55,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.361480682277738,-0.617423037269023,-0.0835210086382666,-0.550203701592066,0.839457248031743,-0.540728438665425,1.10253777313699,-0.195109033081225,-0.425838361495018,0.258474084412943,1.04154544597094,0.400693133587189,-0.528032300879442,0.46247015577707,0.966894173540506,-0.972558878902434,-0.883817916550525,-0.390646366319947,-0.180632174599482,40.043345,-79.924259,1,0.622718242864076
"28","350","14",1,"SOUTHERN LEHIGH SCHOOL DISTRICT","Regular local school district",0,9,0,52.35,38.075,49.475,35.35,407,5,"K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",0.0037539189885127,1.1439534025437,-0.0609376516582572,-0.445565427045758,0.173496728528023,1.04619799090236,1.99566496273985,-0.393864104940193,-0.123165930129623,0.189311730649282,-0.623822092502006,-1.83443884535179,-0.312607785685985,-2.09580903851751,0.276848131497151,-0.283789533781355,-0.883817916550525,-0.484998997875443,-1.36000098180142,40.532282,-75.402612,0,0.548469573556135
"29","46","15",1,"CAMBRIA HEIGHTS SCHOOL DISTRICT","Regular local school district",3,0,6,50.7,27,47.1,21.55,56,3,"PreKH, PreKF, K5H, K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.305834089726323,-0.226006050643973,-0.0852147604117673,0.19851300748624,0.173496728528023,-0.563727372427277,1.10253777313699,-0.500886066710406,-0.667976306587334,0.894767739038619,-0.760327628442412,0.134330255268036,-0.599840472610594,-0.75073441058943,0.483861944110156,-0.490420337317677,-0.765723087160055,-0.579351629430938,-0.311673153177475,40.631904,-78.628826,1,0.663229717683224
"30","88","15",1,"COUDERSPORT AREA SCHOOL DISTRICT","Regular local school district",0,0,0,52.4,23.95,38.3,18.65,103,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.408513251214383,-0.715277283925286,-0.0838033006005167,1.18587154382732,0.173496728528023,-0.494730571141721,-0.68371660606872,-0.485597215028947,-0.486372847768097,0.696502324916126,-0.268907699056951,-0.0335941680201249,-0.575904415366877,0.198730032653918,-1.86229459883725,1.85139543609399,1.77331574473506,-0.390646366319947,-0.0495911960214883,41.773829,-78.011549,0,0.583770978479304
"31","47","16",1,"CAMERON COUNTY SCHOOL DISTRICT","Regular local school district",0,6,3,50,28.45,49.85,25.8,57,2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.427291822694581,-1.10669427055034,-0.0860616362985177,3.01121723488396,-0.492463790975697,-0.264741233523202,-0.68371660606872,-0.523819344232595,-0.417190577741721,0.756443031511298,-0.896833164382817,0.435436117715775,-0.647712587098029,-0.460620275153962,-1.24125316099823,1.23150302548502,1.24188901247794,-0.579351629430938,0.343531739712492,41.513451,-78.245916,1,0.475899004584055
"32","23","16",1,"BENTWORTH SCHOOL DISTRICT","Regular local school district",0,9,0,48.15,31.45,48.1,30.15,28,3,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.337189135684086,-1.15562139387847,-0.0801335050912652,-0.310485147463059,-0.492463790975697,-0.471731637379869,0.209410583534137,-0.370930827418004,-0.65068073908074,0.687280677747638,-0.0777999487403836,0.371740646813368,-0.647712587098029,0.304226081903179,0.138838923088479,-0.146035664757138,0.533320036135121,-0.579351629430938,-0.0495911960214883,40.127052,-80.027805,0,0.382150223562396
"33","48","17",1,"CAMP HILL SCHOOL DISTRICT","Regular local school district",0,7,2,56.5,36.1,49.45,33.65,58,4,"K5H, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",-0.309624260116822,0.948244909231177,-0.0857793443362676,-0.86793601139311,-0.159483531223837,0.494223580617912,-0.68371660606872,-0.27155329148852,0.196802068742366,-0.0919485079896042,0.331716659080833,-1.75337188238509,0.525154217844125,-1.48920675533426,0.345852735701483,-0.352666468293459,-0.883817916550525,1.21334837012348,-1.49104196037942,40.238772,-76.927673,1,0.643776624845344
